-1.996347528816405925e-01 -5.300825648124954936e-01 -3.113835658190930444e-01 -3.310118466085641975e-01 -1.604010261038478768e+00 -4.094974914901329255e-01 -6.510679481857593487e+00
-1.866006361653612111e-01 -5.313154708114158353e-01 -3.796607205989985800e-01 -3.276488450036418865e-01 -1.603032235965331509e+00 -4.092011139746295489e-01 -6.483124905019357342e+00
-1.735387426979476122e-01 -5.325035740112962213e-01 -4.478239315255218012e-01 -3.242551522638587591e-01 -1.601921933413905430e+00 -4.088168688699446163e-01 -6.454678128105761914e+00
-1.604632590893838584e-01 -5.336475417462587245e-01 -5.158536372181422580e-01 -3.208329053076141579e-01 -1.600681538953272920e+00 -4.083475394711470474e-01 -6.425352794947445823e+00
-1.473883622802041604e-01 -5.347480605454523195e-01 -5.837303572743112179e-01 -3.173842705373622897e-01 -1.599313266844193615e+00 -4.077959553448423646e-01 -6.395162959759259635e+00
-1.343282082279581846e-01 -5.358058351159955546e-01 -6.514346984690433384e-01 -3.139114423451527802e-01 -1.597819358504384057e+00 -4.071649890522872073e-01 -6.364123076894855124e+00
-1.212969206060400956e-01 -5.368215873082887724e-01 -7.189473608971947982e-01 -3.104166415795946987e-01 -1.596202080966052872e+00 -4.064575528378642222e-01 -6.332247990309254781e+00
-1.083085795238239030e-01 -5.377960550650223714e-01 -7.862491440576685475e-01 -3.069021139752188265e-01 -1.594463725326846326e+00 -4.056765952861268176e-01 -6.299552922738326899e+00
-9.537721027704736121e-02 -5.387299913552237030e-01 -8.533209528788326947e-01 -3.033701285452581886e-01 -1.592606605195368008e+00 -4.048250979506541336e-01 -6.266053464604303791e+00
-8.251677213735907068e-02 -5.396241630947030687e-01 -9.201438036844664659e-01 -2.998229759389088867e-01 -1.590633055132443907e+00 -4.039060719579807834e-01 -6.231765562656717883e+00
-6.974114718992618922e-02 -5.404793500542700579e-01 -9.866988300995876982e-01 -2.962629667641781817e-01 -1.588545429089267769e+00 -4.029225545898918459e-01 -6.196705508358336445e+00
-5.706412922795882359e-02 -5.412963437571057801e-01 -1.052967288895543474e+00 -2.926924298774646327e-01 -1.586346098843586239e+00 -4.018776058473922386e-01 -6.160889926025923558e+00
-4.449941271297577772e-02 -5.420759463666886546e-01 -1.118930565773781582e+00 -2.891137106410622826e-01 -1.584037452435069104e+00 -4.007743049996761453e-01 -6.124335760735793777e+00
-3.206058180958316212e-02 -5.428189695666743031e-01 -1.184570181087731822e+00 -2.855291691498137441e-01 -1.581621892600998613e+00 -3.996157471214359935e-01 -6.087060266004393760e+00
-1.976109950348194089e-02 -5.435262334341444124e-01 -1.249867795502279888e+00 -2.819411784281825040e-01 -1.579101835213405414e+00 -3.984050396218629109e-01 -6.049080991254252027e+00
-7.614296811366182138e-03 -5.441985653076409912e-01 -1.314805215590301612e+00 -2.783521225990483461e-01 -1.576479707718778878e+00 -3.971452987686964753e-01 -6.010415769075900805e+00
4.366637908706810789e-03 -5.448367986514079941e-01 -1.379364399365779370e+00 -2.747643950255693746e-01 -1.573757947581458927e+00 -3.958396462106835156e-01 -5.971082702296428124e+00
1.616866953795759176e-02 -5.454417719172616197e-01 -1.443527461753018715e+00 -2.711803964274877576e-01 -1.570939000731813140e+00 -3.944912055018132135e-01 -5.931100150865579401e+00
