3.921048422648447662e+00 4.247055989113124319e+00 8.812750091411190922e+00 3.064849483171450562e+00 1.256179483066955527e+01 8.466299944866577221e+00 8.460709792067741830e+01
3.910090984544557724e+00 4.241963874282482116e+00 8.803221821439276340e+00 3.060081031369623616e+00 1.254302327573021891e+01 8.442537394695467157e+00 8.449286478677051093e+01
3.899122992816010491e+00 4.236854403207478192e+00 8.793637396207564905e+00 3.055286006635201002e+00 1.252422573814105711e+01 8.418731735686929341e+00 8.437827873539528412e+01
3.888144553432820061e+00 4.231727633979082803e+00 8.783996929382734464e+00 3.050464449823768298e+00 1.250540233456631611e+01 8.394883213445458736e+00 8.426334050139516307e+01
3.877155772468018569e+00 4.226583624842749742e+00 8.774300535026025472e+00 3.045616402088815899e+00 1.248655318174999529e+01 8.370992073890388241e+00 8.414805082189940322e+01
3.866156756096754243e+00 4.221422434197865670e+00 8.764548327592143195e+00 3.040741904881441915e+00 1.246767839651505128e+01 8.347058563253774821e+00 8.403241043631757634e+01
3.855147610595395680e+00 4.216244120597181677e+00 8.754740421928193683e+00 3.035840999950021324e+00 1.244877809576260042e+01 8.323082928078306963e+00 8.391642008633409944e+01
3.844128442340651208e+00 4.211048742746239526e+00 8.744876933272594854e+00 3.030913729339913321e+00 1.242985239647113893e+01 8.299065415215203245e+00 8.380008051590270668e+01
3.833099357808657626e+00 4.205836359502810318e+00 8.734957977253984041e+00 3.025960135393126027e+00 1.241090141569575600e+01 8.275006271822089587e+00 8.368339247124086455e+01
3.822060463574094236e+00 4.200607029876316290e+00 8.724983669890139737e+00 3.020980260748002078e+00 1.239192527056733617e+01 8.250905745360892496e+00 8.356635670082424383e+01
3.811011866309277796e+00 4.195360813027265934e+00 8.714954127586880261e+00 3.015974148338901983e+00 1.237292407829177598e+01 8.226764083595734078e+00 8.344897395538120577e+01
3.799953672783267233e+00 4.190097768266674017e+00 8.704869467136960637e+00 3.010941841395864405e+00 1.235389795614918462e+01 8.202581534590800416e+00 8.333124498788708934e+01
3.788885989860967030e+00 4.184817955055487815e+00 8.694729805718997895e+00 3.005883383444283741e+00 1.233484702149310408e+01 8.178358346708240134e+00 8.321317055355866898e+01
3.777808924502212840e+00 4.179521433004016018e+00 8.684535260896344866e+00 3.000798818304581950e+00 1.231577139174972579e+01 8.154094768606022114e+00 8.309475140984856978e+01
3.766722583760887311e+00 4.174208261871343417e+00 8.674285950616003049e+00 2.995688190091862602e+00 1.229667118441707174e+01 8.129791049235835843e+00 8.297598831643956885e+01
3.755627074783999930e+00 4.168878501564756256e+00 8.663981993207503507e+00 2.990551543215581365e+00 1.227754651706424482e+01 8.105447437840942015e+00 8.285688203523891104e+01
3.744522504810795738e+00 4.163532212139158695e+00 8.653623507381801971e+00 2.985388922379200949e+00 1.225839750733059930e+01 8.081064183954064006e+00 8.273743333037276670e+01
3.733408981171838281e+00 4.158169453796495496e+00 8.643210612230172174e+00 2.980200372579845602e+00 1.223922427292498227e+01 8.056641537395236696e+00 8.261764296818036257e+01
3.722286611288109448e+00 4.152790286885163162e+00 8.632743427223077859e+00 2.974985939107957833e+00 1.222002693162493081e+01 8.032179748269690833e+00 8.249751171720842535e+01
3.711155502670103967e+00 4.147394771899427290e+00 8.622222072209060784e+00 2.969745667546942691e+00 1.220080560127586544e+01 8.007679066965712522e+00 8.237704034820539789e+01
3.700015762916913253e+00 4.141982969478837262e+00 8.611646667413626943e+00 2.964479603772823602e+00 1.218156039979033878e+01 7.983139744152496498e+00 8.225622963411565536e+01
3.688867499715318132e+00 4.136554940407637382e+00 8.601017333438100820e+00 2.959187793953872436e+00 1.216229144514720595e+01 7.958562030778013607e+00 8.213508035007386354e+01
3.677710820838881123e+00 4.131110745614176238e+00 8.590334191258529373e+00 2.953870284550267122e+00 1.214299885539085722e+01 7.933946178066872967e+00 8.201359327339910976e+01
3.666545834147030725e+00 4.125650446170319618e+00 8.579597362224522072e+00 2.948527122313712390e+00 1.212368274863042394e+01 7.909292437518159247e+00 8.189176918358911905e+01
3.655372647584150148e+00 4.120174103290859868e+00 8.568806968058133577e+00 2.943158354287096490e+00 1.210434324303897924e+01 7.884601060903309033e+00 8.176960886231455561e+01
3.644191369178663376e+00 4.114681778332918149e+00 8.557963130852733968e+00 2.937764027804093736e+00 1.208498045685276523e+01 7.859872300263940126e+00 8.164711309341304002e+01
3.633002107042117679e+00 4.109173532795350248e+00 8.547065973071854117e+00 2.932344190488827884e+00 1.206559450837037417e+01 7.835106407909712800e+00 8.152428266288347913e+01
3.621804969368269234e+00 4.103649428318157710e+00 8.536115617548061252e+00 2.926898890255466235e+00 1.204618551595200238e+01 7.810303636416171535e+00 8.140111835888008329e+01
