-3.950577494574010196e-01 -1.295515816175797585e+00 -7.579977857238844319e-01 -1.845970540702623897e-03 9.093447793236961729e-01 2.510256191305924034e-01 2.704987953924664623e+01
-3.911343398897682011e-01 -1.291262807275048496e+00 -7.491721614682322894e-01 1.222627998686054429e-03 9.219223204993741705e-01 2.594969671733164951e-01 2.713459881933159679e+01
-3.872219149932720761e-01 -1.287014909383893846e+00 -7.403561127014832710e-01 4.286435223358087132e-03 9.344810395123510638e-01 2.679444834751323334e-01 2.721920346071441088e+01
-3.833204852895850667e-01 -1.282772139864235328e+00 -7.315496956344065271e-01 7.345424527625488142e-03 9.470209103864023481e-01 2.763681249639176052e-01 2.730369311013904010e+01
-3.794300611941434642e-01 -1.278534516019687928e+00 -7.227529663636786950e-01 1.039956934688729406e-02 9.595419072622388690e-01 2.847678488138085662e-01 2.738806741508690124e+01
-3.755506530160461764e-01 -1.274302055095430264e+00 -7.139659808714895473e-01 1.344884315792721496e-02 9.720440043975921984e-01 2.931436124455060188e-01 2.747232602377916777e+01
-3.716822709579552519e-01 -1.270074774278044050e+00 -7.051887950251476411e-01 1.649321947921195131e-02 9.845271761672881317e-01 3.014953735265968326e-01 2.755646858517902587e+01
-3.678249251159939615e-01 -1.265852690695367544e+00 -6.964214645766904077e-01 1.953267187118906678e-02 9.969913970633278444e-01 3.098230899718541487e-01 2.764049474899397296e+01
-3.639786254796433251e-01 -1.261635821416338343e+00 -6.876640451624878025e-01 2.256717393658452808e-02 1.009436641694962278e+00 3.181267199435522386e-01 2.772440416567809862e+01
-3.601433819316484097e-01 -1.257424183450843058e+00 -6.789165923028572802e-01 2.559669932069930098e-02 1.021862884788769410e+00 3.264062218517684855e-01 2.780819648643432274e+01
-3.563192042479148558e-01 -1.253217793749564546e+00 -6.701791614016701093e-01 2.862122171170666807e-02 1.034270101188732305e+00 3.346615543546915816e-01 2.789187136321666216e+01
-3.525061020974162851e-01 -1.249016669203830032e+00 -6.614518077459639045e-01 3.164071484094804765e-02 1.046658265856311498e+00 3.428926763589221771e-01 2.797542844873250800e+01
-3.487040850420937144e-01 -1.244820826645464562e+00 -6.527345865055593777e-01 3.465515248322947883e-02 1.059027353870515942e+00 3.510995470197646462e-01 2.805886739644484962e+01
-3.449131625367616305e-01 -1.240630282846636456e+00 -6.440275527326684291e-01 3.766450845711782902e-02 1.071377340427983160e+00 3.592821257415410585e-01 2.814218786057451638e+01
-3.411333439290140657e-01 -1.236445054519710540e+00 -6.353307613615124527e-01 4.066875662523528057e-02 1.083708200843048086e+00 3.674403721778660703e-01 2.822538949610245140e+01
-3.373646384591302283e-01 -1.232265158317097375e+00 -6.266442672079395315e-01 4.366787089455526072e-02 1.096019910547812115e+00 3.755742462319582309e-01 2.830847195877187517e+01
-3.336070552599810224e-01 -1.228090610831106488e+00 -6.179681249690383016e-01 4.666182521669620664e-02 1.108312445092217935e+00 3.836837080569215352e-01 2.839143490509059831e+01
-3.298606033569377871e-01 -1.223921428593801375e+00 -6.093023892227587002e-01 4.965059358821782842e-02 1.120585780144117916e+00 3.917687180560336380e-01 2.847427799233315682e+01
-3.261252916677810365e-01 -1.219757628076845624e+00 -6.006471144275316032e-01 5.263415005091315324e-02 1.132839891489342943e+00 3.998292368830385080e-01 2.855700087854309999e+01
