Time,Position1,Position2,Position3,Position4,Position5,Position6,Position7,Velocity1,Velocity2,Velocity3,Velocity4,Velocity5,Velocity6,Velocity7,Torque1,Torque2,Torque3,Torque4,Torque5,Torque6,Torque7,TorqueSm1,TorqueSm2,TorqueSm3,TorqueSm4,TorqueSm5,TorqueSm6,TorqueSm7,TorqueCur1,TorqueCur2,TorqueCur3,TorqueCur4,TorqueCur5,TorqueCur6,TorqueCur7,Temp1,Temp2,Temp3,Temp4,Temp5,Temp6,Temp7,Cur1,Cur2,Cur3,Cur4,Cur5,Cur6,Cur7,PositionCmptd1,PositionCmptd2,PositionCmptd3,PositionCmptd4,PositionCmptd5,PositionCmptd6,PositionCmptd7,VelocityCmptd1,VelocityCmptd2,VelocityCmptd3,VelocityCmptd4,VelocityCmptd5,VelocityCmptd6,VelocityCmptd7,AccCmptd1,AccCmptd2,AccCmptd3,AccCmptd4,AccCmptd5,AccCmptd6,AccCmptd7,TorqueCmptd1,TorqueCmptd2,TorqueCmptd3,TorqueCmptd4,TorqueCmptd5,TorqueCmptd6,TorqueCmptd7
10,-4.26093e-06,5.27086e-06,-1.3848e-05,-2.82287e-05,-1.04719,-6.3914e-06,-1.91742e-05,0,7.91242e-06,0,0,7.91838e-05,0,0,0.00352168,-0.00229176,0.00351722,-0.00313704,0.00351722,-0.00142398,0.000719977,0,0,0,0,0,0,0,0.375069,-0.5149,1.25263,2.72261,1.46176,0.213469,0.707605,32.9778,33.2001,33.2718,34.7365,39.2386,40.2376,38.6714,0.041081,-0.0563965,0.1372,0.298205,0.249788,0.036478,0.120917,0,0,0,0,-1.04702,0,0,0,0,0,0,0.0299987,0,0,0,0,0,0,2.99987,0,0,0,0,0,0,0,0,0
11,-4.26093e-06,5.27086e-06,-1.3848e-05,-2.82287e-05,-1.04718,-6.3914e-06,-1.91742e-05,0,7.90647e-06,-5.27892e-06,0,0.000116223,0,0,0.00352168,-0.00229202,0.00351722,-0.00313728,0.00351722,-0.00142398,0.000719977,0,0,0,0,0,0,0,0.375069,-0.520127,1.25263,2.64806,1.55587,0.143393,0.707605,32.9778,33.2001,33.2718,34.7365,39.2386,40.2376,38.6714,0.041081,-0.0569691,0.1372,0.290039,0.265869,0.0245033,0.120917,0,0,0,0,-1.04699,0,0,0,0,0,0,0.0329986,0,0,0,0,0,0,2.99987,0,0,0,0,0,0,0,0,0
12,-4.26093e-06,5.27086e-06,-1.33154e-05,-2.82287e-05,-1.04718,-6.3914e-06,-1.91742e-05,0,7.90647e-06,0,5.28683e-06,0.000153203,0,0,0.00352168,-0.00229231,0.00351722,-0.00313755,0.00351722,-0.00142398,0.000719977,0,0,0,0,0,0,0,0.232608,-0.465216,1.32607,2.72261,1.69796,0.18859,0.684044,32.9778,33.2001,33.2718,34.7365,39.2386,40.2376,38.6714,0.0254773,-0.0509547,0.145243,0.298205,0.290151,0.0322266,0.116891,0,0,0,0,-1.04695,0,0,0,0,0,0,0.0359984,0,0,0,0,0,0,2.99987,0,0,0,0,0,0,0,0,0
13,-4.26093e-06,5.27086e-06,-1.33154e-05,-2.82287e-05,-1.04717,-6.3914e-06,-1.91742e-05,0,7.91242e-06,0,5.28683e-06,0.000211316,0,0,0.00352168,-0.00229263,0.00351722,-0.00313785,0.00351722,-0.00142398,0.000719977,0,0,0,0,0,0,0,0.232608,-0.447431,1.32403,2.72261,1.86292,0.190057,0.684044,32.9778,33.2001,33.2718,34.7365,39.2386,40.2376,38.6714,0.0254773,-0.0490066,0.14502,0.298205,0.318339,0.0324774,0.116891,0,0,0,0,-1.04691,0,0,0,0,0,0,0.0389983,0,0,0,0,0,0,2.99987,0,0,0,0,0,0,0,0,0
14,-4.26093e-06,5.27086e-06,-1.33154e-05,-2.82287e-05,-1.04716,-6.3914e-06,-1.91742e-05,0,7.91242e-06,0,7.92427e-06,0.000295617,0,0,0.00352169,-0.00229297,0.00351722,-0.00313816,0.00351722,-0.00142397,0.000719977,0,0,0,0,0,0,0,0.303284,-0.588457,1.25047,2.72161,1.93319,0.212164,0.707605,32.9778,33.2001,33.2718,34.7365,39.2386,40.2376,38.6714,0.0332184,-0.0644531,0.136963,0.298096,0.330347,0.0362549,0.120917,0,0,0,0,-1.04687,0,0,0,0,0,0,0.0419982,0,0,0,0,0,0,2.99987,0,0,0,0,0,0,0,0,0
15,-4.26093e-06,5.27086e-06,-1.33154e-05,-2.82287e-05,-1.04715,-6.3914e-06,-1.91742e-05,0,7.90647e-06,0,7.92427e-06,0.000396217,0,0,0.00352169,-0.00229333,0.00351722,-0.0031385,0.00351722,-0.00142397,0.000719977,0,0,0,0,0,0,0,0.303284,-0.606568,1.17691,2.64908,2.07502,0.212164,0.707605,32.9778,33.2001,33.2718,34.7365,39.2386,40.2376,38.6714,0.0332184,-0.0664368,0.128906,0.290151,0.354584,0.0362549,0.120917,0,0,0,0,-1.04683,0,0,0,0,0,0,0.0449981,0,0,0,0,0,0,2.99987,0,0,0,0,0,0,0,0,0
16,-4.26093e-06,5.27086e-06,-1.33154e-05,-2.82287e-05,-1.04714,-6.3914e-06,-1.91742e-05,0,7.90647e-06,0,5.29482e-06,0.000612086,0,0,0.00352169,-0.00229372,0.00351722,-0.00313886,0.00351722,-0.00142397,0.000719977,0,0,0,0,0,0,0,0.303284,-0.520127,1.32403,2.72161,2.21593,0.235737,0.683638,32.9778,33.2001,33.2718,34.7365,39.2386,40.2376,38.6714,0.0332184,-0.0569691,0.14502,0.298096,0.378662,0.0402832,0.116821,0,0,0,0,-1.04678,0,0,0,0,0,0,0.0479979,0,0,0,0,0,0,2.99987,0,0,0,0,0,0,0,0,0
17,-4.26093e-06,5.27086e-06,-1.33154e-05,-2.82287e-05,-1.04712,-6.3914e-06,-1.91742e-05,0,7.91838e-06,0,0,0.00132455,0,0,0.00352169,-0.00229414,0.00351722,-0.00313925,0.00351722,-0.00142397,0.000719977,0,0,0,0,0,0,0,0.375069,-0.520127,1.32607,2.64908,2.3338,0.212164,0.708782,32.9778,33.2001,33.2718,34.7365,39.2386,40.2376,38.6714,0.041081,-0.0569691,0.145243,0.290151,0.398804,0.0362549,0.121118,0,0,0,0,-1.04673,0,0,0,0,0,0,0.0509978,0,0,0,0,0,0,2.99987,0,0,0,0,0,0,0,0,0
18,-4.26093e-06,5.27086e-06,-1.33154e-05,-2.82287e-05,-1.04709,-6.3914e-06,-1.91742e-05,0,7.91838e-06,0,0,0.00409908,0,0,0.00352169,-0.00229458,0.00351722,-0.00313966,0.00351722,-0.00142397,0.000719977,0,0,0,0,0,0,0,0.396117,-0.441343,1.17921,2.79904,2.38141,0.236913,0.684044,32.9778,33.2001,33.2718,34.7357,39.2386,40.2376,38.6714,0.0433863,-0.0483398,0.129158,0.306576,0.40694,0.0404841,0.116891,0,0,0,0,-1.04668,0,0,0,0,0,0,0.0539977,0,0,0,0,0,0,2.99987,0,0,0,0,0,0,0,0,0
19,-4.26093e-06,5.27086e-06,-1.33154e-05,-2.82287e-05,-1.04705,-6.3914e-06,-1.91742e-05,0,7.91838e-06,0,0,0.0170231,0,0,0.00352169,-0.00229504,0.00351722,-0.00314009,0.00351722,-0.00142397,0.000719977,0,0,0,0,0,0,0,0.294229,-0.447431,1.17921,2.64806,2.40498,0.165016,0.732305,32.9778,33.2001,33.2718,34.7357,39.2386,40.2376,38.6714,0.0322266,-0.0490066,0.129158,0.290039,0.410968,0.0281982,0.125138,0,0,0,0,-1.04663,0,0,0,0,0,0,0.0569975,0,0,0,0,0,0,2.99987,0,0,0,0,0,0,0,0,0
