-0.0524, -24.1809, -0.1074, 6.7141, -0.5494, -1.2212, 0.2186,
-0.0567, -24.1866, -0.1074, 6.7180, -0.5498, -1.2210, 0.2186,
-0.0609, -24.1924, -0.1074, 6.7219, -0.5502, -1.2208, 0.2186,
-0.0652, -24.1982, -0.1073, 6.7258, -0.5507, -1.2206, 0.2186,
-0.0695, -24.2040, -0.1073, 6.7298, -0.5511, -1.2204, 0.2186,
-0.0738, -24.2099, -0.1072, 6.7337, -0.5515, -1.2201, 0.2186,
-0.0782, -24.2158, -0.1072, 6.7377, -0.5520, -1.2199, 0.2186,
-0.0825, -24.2217, -0.1071, 6.7418, -0.5524, -1.2197, 0.2186,
-0.0869, -24.2277, -0.1071, 6.7458, -0.5528, -1.2195, 0.2187,
-0.0914, -24.2336, -0.1070, 6.7498, -0.5533, -1.2192, 0.2187,
-0.0958, -24.2396, -0.1070, 6.7539, -0.5537, -1.2190, 0.2187,
-0.1003, -24.2457, -0.1069, 6.7580, -0.5542, -1.2188, 0.2187,
-0.1048, -24.2518, -0.1069, 6.7621, -0.5546, -1.2186, 0.2187,
-0.1093, -24.2579, -0.1069, 6.7663, -0.5551, -1.2183, 0.2187,
-0.1138, -24.2640, -0.1068, 6.7704, -0.5555, -1.2181, 0.2187,
-0.1184, -24.2701, -0.1068, 6.7746, -0.5560, -1.2179, 0.2187,
-0.1229, -24.2763, -0.1067, 6.7788, -0.5564, -1.2176, 0.2188,
-0.1275, -24.2825, -0.1067, 6.7830, -0.5569, -1.2174, 0.2188,
-0.1322, -24.2887, -0.1066, 6.7872, -0.5574, -1.2172, 0.2188,
-0.1368, -24.2950, -0.1066, 6.7914, -0.5578, -1.2169, 0.2188,
-0.1415, -24.3012, -0.1065, 6.7957, -0.5583, -1.2167, 0.2188,
-0.1461, -24.3075, -0.1065, 6.7999, -0.5587, -1.2165, 0.2188,
-0.1508, -24.3139, -0.1064, 6.8042, -0.5592, -1.2162, 0.2188,
-0.1555, -24.3202, -0.1064, 6.8085, -0.5597, -1.2160, 0.2188,
-0.1603, -24.3266, -0.1064, 6.8128, -0.5602, -1.2157, 0.2189,
-0.1650, -24.3329, -0.1063, 6.8171, -0.5606, -1.2155, 0.2189,
-0.1698, -24.3393, -0.1063, 6.8214, -0.5611, -1.2153, 0.2189,
-0.1746, -24.3458, -0.1062, 6.8258, -0.5616, -1.2150, 0.2189,
-0.1794, -24.3522, -0.1062, 6.8301, -0.5620, -1.2148, 0.2189,
-0.1842, -24.3587, -0.1061, 6.8345, -0.5625, -1.2145, 0.2189,
-0.1890, -24.3651, -0.1061, 6.8389, -0.5630, -1.2143, 0.2189,
-0.1939, -24.3716, -0.1060, 6.8433, -0.5635, -1.2140, 0.2189,
-0.1987, -24.3781, -0.1060, 6.8477, -0.5640, -1.2138, 0.2190,
-0.2036, -24.3847, -0.1060, 6.8521, -0.5645, -1.2136, 0.2190,
-0.2085, -24.3912, -0.1059, 6.8565, -0.5649, -1.2133, 0.2190,
-0.2134, -24.3978, -0.1059, 6.8610, -0.5654, -1.2131, 0.2190,
-0.2183, -24.4043, -0.1058, 6.8654, -0.5659, -1.2128, 0.2190,
-0.2232, -24.4109, -0.1058, 6.8699, -0.5664, -1.2126, 0.2190,
-0.2282, -24.4175, -0.1057, 6.8743, -0.5669, -1.2123, 0.2190,
-0.2331, -24.4241, -0.1057, 6.8788, -0.5674, -1.2121, 0.2191,
-0.2381, -24.4308, -0.1056, 6.8833, -0.5679, -1.2118, 0.2191,
-0.2431, -24.4374, -0.1056, 6.8878, -0.5684, -1.2116, 0.2191,
-0.2481, -24.4441, -0.1056, 6.8923, -0.5689, -1.2113, 0.2191,
-0.2531, -24.4507, -0.1055, 6.8968, -0.5693, -1.2111, 0.2191,
-0.2581, -24.4574, -0.1055, 6.9013, -0.5698, -1.2108, 0.2191,
-0.2631, -24.4641, -0.1054, 6.9058, -0.5703, -1.2106, 0.2191,
-0.2681, -24.4708, -0.1054, 6.9103, -0.5708, -1.2103, 0.2191,
-0.2732, -24.4774, -0.1053, 6.9148, -0.5713, -1.2101, 0.2192,
-0.2782, -24.4841, -0.1053, 6.9193, -0.5718, -1.2098, 0.2192,
-0.2833, -24.4909, -0.1053, 6.9239, -0.5723, -1.2096, 0.2192,
-0.2883, -24.4976, -0.1052, 6.9284, -0.5728, -1.2093, 0.2192,
-0.2934, -24.5043, -0.1052, 6.9329, -0.5733, -1.2091, 0.2192,
-0.2985, -24.5110, -0.1051, 6.9375, -0.5738, -1.2088, 0.2192,
-0.3036, -24.5178, -0.1051, 6.9420, -0.5743, -1.2086, 0.2192,
-0.3086, -24.5245, -0.1050, 6.9466, -0.5748, -1.2083, 0.2193,
-0.3137, -24.5312, -0.1050, 6.9511, -0.5753, -1.2080, 0.2193,
-0.3188, -24.5380, -0.1050, 6.9557, -0.5758, -1.2078, 0.2193,
-0.3239, -24.5447, -0.1049, 6.9602, -0.5763, -1.2075, 0.2193,
-0.3291, -24.5515, -0.1049, 6.9648, -0.5768, -1.2073, 0.2193,
-0.3342, -24.5582, -0.1048, 6.9693, -0.5773, -1.2070, 0.2193,
-0.3393, -24.5650, -0.1048, 6.9738, -0.5778, -1.2068, 0.2193,
-0.3444, -24.5717, -0.1048, 6.9784, -0.5783, -1.2065, 0.2194,
-0.3495, -24.5784, -0.1047, 6.9829, -0.5788, -1.2063, 0.2194,
-0.3547, -24.5852, -0.1047, 6.9875, -0.5793, -1.2060, 0.2194,
-0.3598, -24.5919, -0.1046, 6.9920, -0.5798, -1.2058, 0.2194,
-0.3649, -24.5987, -0.1046, 6.9966, -0.5803, -1.2055, 0.2194,
-0.3700, -24.6054, -0.1046, 7.0011, -0.5808, -1.2053, 0.2194,
-0.3752, -24.6121, -0.1045, 7.0056, -0.5813, -1.2050, 0.2194,
-0.3803, -24.6189, -0.1045, 7.0102, -0.5818, -1.2048, 0.2195,
-0.3854, -24.6256, -0.1045, 7.0147, -0.5823, -1.2045, 0.2195,
-0.3906, -24.6323, -0.1044, 7.0192, -0.5828, -1.2043, 0.2195,
-0.3957, -24.6390, -0.1044, 7.0237, -0.5833, -1.2040, 0.2195,
-0.4008, -24.6458, -0.1043, 7.0282, -0.5838, -1.2038, 0.2195,
-0.4060, -24.6525, -0.1043, 7.0327, -0.5843, -1.2035, 0.2195,
-0.4111, -24.6591, -0.1043, 7.0372, -0.5848, -1.2032, 0.2195,
-0.4162, -24.6658, -0.1042, 7.0417, -0.5853, -1.2030, 0.2195,
-0.4213, -24.6725, -0.1042, 7.0462, -0.5858, -1.2027, 0.2196,
-0.4265, -24.6792, -0.1042, 7.0507, -0.5863, -1.2025, 0.2196,
-0.4316, -24.6858, -0.1041, 7.0552, -0.5868, -1.2022, 0.2196,
-0.4367, -24.6925, -0.1041, 7.0596, -0.5873, -1.2020, 0.2196,
-0.4418, -24.6991, -0.1041, 7.0641, -0.5878, -1.2018, 0.2196,
-0.4469, -24.7058, -0.1040, 7.0685, -0.5883, -1.2015, 0.2196,
-0.4520, -24.7124, -0.1040, 7.0730, -0.5888, -1.2013, 0.2196,
-0.4571, -24.7190, -0.1040, 7.0774, -0.5893, -1.2010, 0.2197,
-0.4622, -24.7256, -0.1039, 7.0818, -0.5898, -1.2008, 0.2197,
-0.4673, -24.7322, -0.1039, 7.0862, -0.5903, -1.2005, 0.2197,
-0.4723, -24.7387, -0.1039, 7.0906, -0.5908, -1.2003, 0.2197,
-0.4774, -24.7453, -0.1038, 7.0950, -0.5912, -1.2000, 0.2197,
-0.4825, -24.7518, -0.1038, 7.0994, -0.5917, -1.1998, 0.2197,
-0.4875, -24.7583, -0.1038, 7.1037, -0.5922, -1.1995, 0.2197,
-0.4926, -24.7648, -0.1038, 7.1081, -0.5927, -1.1993, 0.2198,
-0.4976, -24.7713, -0.1037, 7.1124, -0.5932, -1.1991, 0.2198,
-0.5027, -24.7778, -0.1037, 7.1168, -0.5937, -1.1988, 0.2198,
-0.5077, -24.7842, -0.1037, 7.1211, -0.5942, -1.1986, 0.2198,
-0.5127, -24.7907, -0.1036, 7.1254, -0.5946, -1.1983, 0.2198,
-0.5177, -24.7971, -0.1036, 7.1297, -0.5951, -1.1981, 0.2198,
-0.5227, -24.8035, -0.1036, 7.1339, -0.5956, -1.1978, 0.2198,
-0.5277, -24.8099, -0.1036, 7.1382, -0.5961, -1.1976, 0.2199,
-0.5326, -24.8163, -0.1035, 7.1424, -0.5965, -1.1974, 0.2199,
-0.5376, -24.8226, -0.1035, 7.1467, -0.5970, -1.1971, 0.2199,
-0.5426, -24.8289, -0.1035, 7.1509, -0.5975, -1.1969, 0.2199,
-0.5475, -24.8352, -0.1034, 7.1551, -0.5980, -1.1967, 0.2199,
-0.5524, -24.8415, -0.1034, 7.1593, -0.5984, -1.1964, 0.2199,
-0.5574, -24.8478, -0.1034, 7.1634, -0.5989, -1.1962, 0.2199,
-0.5623, -24.8540, -0.1034, 7.1676, -0.5994, -1.1960, 0.2199,
-0.5672, -24.8602, -0.1033, 7.1717, -0.5998, -1.1957, 0.2200,
-0.5720, -24.8664, -0.1033, 7.1758, -0.6003, -1.1955, 0.2200,
-0.5769, -24.8726, -0.1033, 7.1799, -0.6007, -1.1953, 0.2200,
-0.5818, -24.8787, -0.1033, 7.1840, -0.6012, -1.1950, 0.2200,
-0.5866, -24.8848, -0.1033, 7.1881, -0.6017, -1.1948, 0.2200,
-0.5914, -24.8909, -0.1032, 7.1921, -0.6021, -1.1946, 0.2200,
-0.5962, -24.8970, -0.1032, 7.1962, -0.6026, -1.1944, 0.2200,
-0.6010, -24.9031, -0.1032, 7.2002, -0.6030, -1.1941, 0.2201,
-0.6058, -24.9091, -0.1032, 7.2042, -0.6035, -1.1939, 0.2201,
-0.6106, -24.9151, -0.1031, 7.2082, -0.6039, -1.1937, 0.2201,
-0.6154, -24.9210, -0.1031, 7.2121, -0.6044, -1.1935, 0.2201,
-0.6201, -24.9270, -0.1031, 7.2160, -0.6048, -1.1932, 0.2201,
-0.6248, -24.9329, -0.1031, 7.2200, -0.6052, -1.1930, 0.2201,
-0.6295, -24.9388, -0.1031, 7.2238, -0.6057, -1.1928, 0.2201,
-0.6342, -24.9446, -0.1031, 7.2277, -0.6061, -1.1926, 0.2201,
-0.6389, -24.9505, -0.1030, 7.2316, -0.6066, -1.1924, 0.2202,
-0.6436, -24.9563, -0.1030, 7.2354, -0.6070, -1.1921, 0.2202,
-0.6482, -24.9620, -0.1030, 7.2392, -0.6074, -1.1919, 0.2202,
-0.6528, -24.9678, -0.1030, 7.2430, -0.6079, -1.1917, 0.2202,
-0.6574, -24.9735, -0.1030, 7.2468, -0.6083, -1.1915, 0.2202,
-0.6620, -24.9792, -0.1029, 7.2505, -0.6087, -1.1913, 0.2202,
-0.6666, -24.9849, -0.1029, 7.2542, -0.6091, -1.1911, 0.2202,
-0.6711, -24.9905, -0.1029, 7.2579, -0.6096, -1.1909, 0.2202,
-0.6757, -24.9961, -0.1029, 7.2616, -0.6100, -1.1907, 0.2203,
-0.6802, -25.0016, -0.1029, 7.2653, -0.6104, -1.1905, 0.2203,
-0.6847, -25.0072, -0.1029, 7.2689, -0.6108, -1.1903, 0.2203,
-0.6892, -25.0127, -0.1029, 7.2725, -0.6112, -1.1900, 0.2203,
-0.6936, -25.0181, -0.1028, 7.2761, -0.6116, -1.1898, 0.2203,
-0.6981, -25.0236, -0.1028, 7.2797, -0.6120, -1.1896, 0.2203,
-0.7025, -25.0290, -0.1028, 7.2832, -0.6124, -1.1894, 0.2203,
-0.7069, -25.0344, -0.1028, 7.2867, -0.6128, -1.1892, 0.2203,
-0.7113, -25.0397, -0.1028, 7.2902, -0.6132, -1.1890, 0.2204,
-0.7156, -25.0450, -0.1028, 7.2937, -0.6136, -1.1888, 0.2204,
-0.7200, -25.0503, -0.1028, 7.2971, -0.6140, -1.1886, 0.2204,
-0.7243, -25.0555, -0.1028, 7.3005, -0.6144, -1.1885, 0.2204,
-0.7286, -25.0607, -0.1028, 7.3039, -0.6148, -1.1883, 0.2204,
-0.7329, -25.0659, -0.1028, 7.3073, -0.6152, -1.1881, 0.2204,
-0.7372, -25.0710, -0.1027, 7.3106, -0.6156, -1.1879, 0.2204,
-0.7414, -25.0761, -0.1027, 7.3139, -0.6160, -1.1877, 0.2204,
-0.7456, -25.0812, -0.1027, 7.3172, -0.6163, -1.1875, 0.2205,
-0.7498, -25.0862, -0.1027, 7.3205, -0.6167, -1.1873, 0.2205,
-0.7540, -25.0912, -0.1027, 7.3237, -0.6171, -1.1871, 0.2205,
-0.7581, -25.0962, -0.1027, 7.3270, -0.6175, -1.1869, 0.2205,
-0.7623, -25.1011, -0.1027, 7.3301, -0.6178, -1.1868, 0.2205,
-0.7664, -25.1060, -0.1027, 7.3333, -0.6182, -1.1866, 0.2205,
-0.7705, -25.1109, -0.1027, 7.3364, -0.6186, -1.1864, 0.2205,
-0.7745, -25.1157, -0.1027, 7.3395, -0.6189, -1.1862, 0.2205,
-0.7786, -25.1205, -0.1027, 7.3426, -0.6193, -1.1860, 0.2206,
-0.7826, -25.1252, -0.1027, 7.3457, -0.6196, -1.1859, 0.2206,
-0.7866, -25.1299, -0.1027, 7.3487, -0.6200, -1.1857, 0.2206,
-0.7906, -25.1346, -0.1027, 7.3517, -0.6203, -1.1855, 0.2206,
-0.7945, -25.1392, -0.1027, 7.3547, -0.6207, -1.1853, 0.2206,
-0.7985, -25.1438, -0.1027, 7.3576, -0.6210, -1.1852, 0.2206,
-0.8024, -25.1484, -0.1027, 7.3605, -0.6214, -1.1850, 0.2206,
-0.8063, -25.1529, -0.1027, 7.3634, -0.6217, -1.1848, 0.2206,
-0.8101, -25.1574, -0.1027, 7.3663, -0.6220, -1.1847, 0.2206,
-0.8140, -25.1619, -0.1027, 7.3691, -0.6224, -1.1845, 0.2207,
-0.8178, -25.1663, -0.1027, 7.3719, -0.6227, -1.1843, 0.2207,
-0.8216, -25.1706, -0.1027, 7.3747, -0.6230, -1.1842, 0.2207,
-0.8254, -25.1750, -0.1027, 7.3775, -0.6233, -1.1840, 0.2207,
-0.8291, -25.1793, -0.1027, 7.3802, -0.6237, -1.1839, 0.2207,
-0.8328, -25.1835, -0.1027, 7.3829, -0.6240, -1.1837, 0.2207,
-0.8365, -25.1878, -0.1027, 7.3856, -0.6243, -1.1835, 0.2207,
-0.8402, -25.1920, -0.1027, 7.3882, -0.6246, -1.1834, 0.2207,
-0.8439, -25.1961, -0.1027, 7.3908, -0.6249, -1.1832, 0.2207,
-0.8475, -25.2002, -0.1027, 7.3934, -0.6252, -1.1831, 0.2208,
-0.8511, -25.2043, -0.1027, 7.3960, -0.6255, -1.1829, 0.2208,
-0.8547, -25.2083, -0.1027, 7.3985, -0.6258, -1.1828, 0.2208,
-0.8582, -25.2123, -0.1027, 7.4010, -0.6261, -1.1826, 0.2208,
-0.8618, -25.2163, -0.1027, 7.4034, -0.6264, -1.1825, 0.2208,
-0.8653, -25.2202, -0.1027, 7.4059, -0.6267, -1.1823, 0.2208,
-0.8688, -25.2240, -0.1027, 7.4083, -0.6270, -1.1822, 0.2208,
-0.8722, -25.2279, -0.1027, 7.4107, -0.6273, -1.1820, 0.2208,
-0.8757, -25.2317, -0.1027, 7.4130, -0.6276, -1.1819, 0.2208,
-0.8791, -25.2354, -0.1027, 7.4153, -0.6279, -1.1818, 0.2208,
-0.8825, -25.2392, -0.1027, 7.4176, -0.6281, -1.1816, 0.2209,
-0.8858, -25.2428, -0.1027, 7.4199, -0.6284, -1.1815, 0.2209,
-0.8892, -25.2465, -0.1027, 7.4221, -0.6287, -1.1814, 0.2209,
-0.8925, -25.2501, -0.1027, 7.4244, -0.6289, -1.1812, 0.2209,
-0.8958, -25.2536, -0.1028, 7.4265, -0.6292, -1.1811, 0.2209,
-0.8990, -25.2572, -0.1028, 7.4287, -0.6295, -1.1810, 0.2209,
-0.9023, -25.2606, -0.1028, 7.4308, -0.6297, -1.1808, 0.2209,
-0.9055, -25.2641, -0.1028, 7.4329, -0.6300, -1.1807, 0.2209,
-0.9087, -25.2675, -0.1028, 7.4349, -0.6302, -1.1806, 0.2209,
-0.9119, -25.2709, -0.1028, 7.4370, -0.6305, -1.1805, 0.2209,
-0.9150, -25.2742, -0.1028, 7.4390, -0.6307, -1.1803, 0.2210,
-0.9181, -25.2775, -0.1028, 7.4410, -0.6310, -1.1802, 0.2210,
-0.9212, -25.2807, -0.1028, 7.4429, -0.6312, -1.1801, 0.2210,
-0.9243, -25.2839, -0.1028, 7.4448, -0.6315, -1.1800, 0.2210,
-0.9273, -25.2871, -0.1029, 7.4467, -0.6317, -1.1799, 0.2210,
-0.9304, -25.2902, -0.1029, 7.4485, -0.6319, -1.1797, 0.2210,
-0.9334, -25.2933, -0.1029, 7.4504, -0.6322, -1.1796, 0.2210,
-0.9363, -25.2964, -0.1029, 7.4522, -0.6324, -1.1795, 0.2210,
-0.9393, -25.2994, -0.1029, 7.4539, -0.6326, -1.1794, 0.2210,
-0.9422, -25.3024, -0.1029, 7.4557, -0.6328, -1.1793, 0.2210,
-0.9451, -25.3053, -0.1029, 7.4574, -0.6330, -1.1792, 0.2211,
-0.9480, -25.3082, -0.1030, 7.4591, -0.6333, -1.1791, 0.2211,
-0.9508, -25.3110, -0.1030, 7.4607, -0.6335, -1.1790, 0.2211,
-0.9537, -25.3138, -0.1030, 7.4623, -0.6337, -1.1789, 0.2211,
-0.9565, -25.3166, -0.1030, 7.4639, -0.6339, -1.1788, 0.2211,
-0.9593, -25.3194, -0.1030, 7.4655, -0.6341, -1.1787, 0.2211,
-0.9620, -25.3221, -0.1030, 7.4670, -0.6343, -1.1786, 0.2211,
-0.9647, -25.3247, -0.1030, 7.4685, -0.6345, -1.1785, 0.2211,
-0.9675, -25.3273, -0.1031, 7.4700, -0.6347, -1.1784, 0.2211,
-0.9701, -25.3299, -0.1031, 7.4714, -0.6349, -1.1783, 0.2211,
-0.9728, -25.3325, -0.1031, 7.4728, -0.6350, -1.1782, 0.2211,
-0.9754, -25.3350, -0.1031, 7.4742, -0.6352, -1.1781, 0.2212,
-0.9780, -25.3374, -0.1031, 7.4756, -0.6354, -1.1780, 0.2212,
-0.9806, -25.3398, -0.1032, 7.4769, -0.6356, -1.1779, 0.2212,
-0.9832, -25.3422, -0.1032, 7.4782, -0.6358, -1.1778, 0.2212,
-0.9857, -25.3446, -0.1032, 7.4794, -0.6359, -1.1777, 0.2212,
-0.9882, -25.3469, -0.1032, 7.4807, -0.6361, -1.1776, 0.2212,
-0.9907, -25.3492, -0.1032, 7.4819, -0.6363, -1.1776, 0.2212,
-0.9932, -25.3514, -0.1032, 7.4831, -0.6364, -1.1775, 0.2212,
-0.9956, -25.3536, -0.1033, 7.4842, -0.6366, -1.1774, 0.2212,
-0.9981, -25.3557, -0.1033, 7.4853, -0.6367, -1.1773, 0.2212,
-1.0005, -25.3578, -0.1033, 7.4864, -0.6369, -1.1772, 0.2212,
-1.0028, -25.3599, -0.1033, 7.4875, -0.6370, -1.1772, 0.2212,
-1.0052, -25.3620, -0.1034, 7.4885, -0.6372, -1.1771, 0.2213,
-1.0075, -25.3640, -0.1034, 7.4895, -0.6373, -1.1770, 0.2213,
-1.0098, -25.3659, -0.1034, 7.4905, -0.6375, -1.1769, 0.2213,
-1.0121, -25.3678, -0.1034, 7.4914, -0.6376, -1.1769, 0.2213,
-1.0143, -25.3697, -0.1034, 7.4924, -0.6377, -1.1768, 0.2213,
-1.0166, -25.3716, -0.1035, 7.4932, -0.6379, -1.1767, 0.2213,
-1.0188, -25.3734, -0.1035, 7.4941, -0.6380, -1.1767, 0.2213,
-1.0210, -25.3752, -0.1035, 7.4949, -0.6381, -1.1766, 0.2213,
-1.0231, -25.3769, -0.1035, 7.4957, -0.6383, -1.1765, 0.2213,
-1.0253, -25.3786, -0.1036, 7.4965, -0.6384, -1.1765, 0.2213,
-1.0274, -25.3802, -0.1036, 7.4972, -0.6385, -1.1764, 0.2213,
-1.0295, -25.3819, -0.1036, 7.4980, -0.6386, -1.1763, 0.2213,
-1.0315, -25.3835, -0.1036, 7.4986, -0.6387, -1.1763, 0.2214,
-1.0336, -25.3850, -0.1037, 7.4993, -0.6388, -1.1762, 0.2214,
-1.0356, -25.3865, -0.1037, 7.4999, -0.6389, -1.1762, 0.2214,
-1.0376, -25.3880, -0.1037, 7.5005, -0.6390, -1.1761, 0.2214,
-1.0396, -25.3894, -0.1037, 7.5011, -0.6391, -1.1761, 0.2214,
-1.0416, -25.3908, -0.1038, 7.5016, -0.6392, -1.1760, 0.2214,
-1.0435, -25.3922, -0.1038, 7.5022, -0.6393, -1.1760, 0.2214,
-1.0454, -25.3935, -0.1038, 7.5026, -0.6394, -1.1759, 0.2214,
-1.0473, -25.3948, -0.1039, 7.5031, -0.6395, -1.1759, 0.2214,
-1.0492, -25.3960, -0.1039, 7.5035, -0.6396, -1.1758, 0.2214,
-1.0510, -25.3973, -0.1039, 7.5039, -0.6397, -1.1758, 0.2214,
-1.0528, -25.3984, -0.1039, 7.5043, -0.6398, -1.1757, 0.2214,
-1.0546, -25.3996, -0.1040, 7.5046, -0.6398, -1.1757, 0.2214,
-1.0564, -25.4007, -0.1040, 7.5050, -0.6399, -1.1756, 0.2215,
-1.0581, -25.4017, -0.1040, 7.5052, -0.6400, -1.1756, 0.2215,
-1.0599, -25.4028, -0.1041, 7.5055, -0.6400, -1.1756, 0.2215,
-1.0616, -25.4038, -0.1041, 7.5057, -0.6401, -1.1755, 0.2215,
-1.0633, -25.4047, -0.1041, 7.5059, -0.6402, -1.1755, 0.2215,
-1.0649, -25.4057, -0.1041, 7.5061, -0.6402, -1.1755, 0.2215,
-1.0666, -25.4066, -0.1042, 7.5063, -0.6403, -1.1754, 0.2215,
-1.0682, -25.4074, -0.1042, 7.5064, -0.6403, -1.1754, 0.2215,
-1.0698, -25.4082, -0.1042, 7.5065, -0.6404, -1.1754, 0.2215,
-1.0714, -25.4090, -0.1043, 7.5066, -0.6404, -1.1753, 0.2215,
-1.0730, -25.4098, -0.1043, 7.5066, -0.6405, -1.1753, 0.2215,
-1.0745, -25.4105, -0.1043, 7.5066, -0.6405, -1.1753, 0.2215,
-1.0760, -25.4111, -0.1044, 7.5066, -0.6406, -1.1753, 0.2215,
-1.0775, -25.4118, -0.1044, 7.5065, -0.6406, -1.1752, 0.2215,
-1.0790, -25.4124, -0.1044, 7.5065, -0.6406, -1.1752, 0.2216,
-1.0804, -25.4130, -0.1045, 7.5064, -0.6407, -1.1752, 0.2216,
-1.0819, -25.4135, -0.1045, 7.5062, -0.6407, -1.1752, 0.2216,
-1.0833, -25.4140, -0.1045, 7.5061, -0.6407, -1.1751, 0.2216,
-1.0847, -25.4145, -0.1046, 7.5059, -0.6407, -1.1751, 0.2216,
-1.0860, -25.4149, -0.1046, 7.5057, -0.6408, -1.1751, 0.2216,
-1.0874, -25.4153, -0.1046, 7.5055, -0.6408, -1.1751, 0.2216,
-1.0887, -25.4156, -0.1047, 7.5052, -0.6408, -1.1751, 0.2216,
-1.0900, -25.4160, -0.1047, 7.5049, -0.6408, -1.1751, 0.2216,
-1.0913, -25.4163, -0.1047, 7.5046, -0.6408, -1.1751, 0.2216,
-1.0926, -25.4165, -0.1048, 7.5042, -0.6408, -1.1750, 0.2216,
-1.0938, -25.4167, -0.1048, 7.5039, -0.6408, -1.1750, 0.2216,
-1.0950, -25.4169, -0.1049, 7.5035, -0.6408, -1.1750, 0.2216,
-1.0962, -25.4171, -0.1049, 7.5031, -0.6408, -1.1750, 0.2216,
-1.0974, -25.4172, -0.1049, 7.5026, -0.6408, -1.1750, 0.2216,
-1.0986, -25.4173, -0.1050, 7.5021, -0.6408, -1.1750, 0.2217,
-1.0997, -25.4174, -0.1050, 7.5016, -0.6408, -1.1750, 0.2217,
-1.1008, -25.4174, -0.1050, 7.5011, -0.6408, -1.1750, 0.2217,
-1.1019, -25.4174, -0.1051, 7.5005, -0.6408, -1.1750, 0.2217,
-1.1030, -25.4173, -0.1051, 7.4999, -0.6408, -1.1750, 0.2217,
-1.1041, -25.4172, -0.1052, 7.4993, -0.6407, -1.1750, 0.2217,
-1.1051, -25.4171, -0.1052, 7.4987, -0.6407, -1.1750, 0.2217,
-1.1061, -25.4170, -0.1052, 7.4980, -0.6407, -1.1750, 0.2217,
-1.1071, -25.4168, -0.1053, 7.4973, -0.6407, -1.1750, 0.2217,
-1.1081, -25.4166, -0.1053, 7.4966, -0.6406, -1.1750, 0.2217,
-1.1091, -25.4163, -0.1053, 7.4959, -0.6406, -1.1750, 0.2217,
-1.1100, -25.4161, -0.1054, 7.4951, -0.6405, -1.1751, 0.2217,
-1.1109, -25.4158, -0.1054, 7.4943, -0.6405, -1.1751, 0.2217,
-1.1119, -25.4154, -0.1055, 7.4935, -0.6405, -1.1751, 0.2217,
-1.1127, -25.4150, -0.1055, 7.4926, -0.6404, -1.1751, 0.2217,
-1.1136, -25.4146, -0.1056, 7.4918, -0.6404, -1.1751, 0.2217,
-1.1144, -25.4142, -0.1056, 7.4909, -0.6403, -1.1751, 0.2217,
-1.1153, -25.4137, -0.1056, 7.4899, -0.6403, -1.1751, 0.2218,
-1.1161, -25.4132, -0.1057, 7.4890, -0.6402, -1.1752, 0.2218,
-1.1169, -25.4126, -0.1057, 7.4880, -0.6401, -1.1752, 0.2218,
-1.1176, -25.4121, -0.1058, 7.4870, -0.6401, -1.1752, 0.2218,
-1.1184, -25.4115, -0.1058, 7.4859, -0.6400, -1.1752, 0.2218,
-1.1191, -25.4108, -0.1058, 7.4849, -0.6400, -1.1752, 0.2218,
-1.1198, -25.4102, -0.1059, 7.4838, -0.6399, -1.1753, 0.2218,
-1.1205, -25.4095, -0.1059, 7.4827, -0.6398, -1.1753, 0.2218,
